,Value,Type,Class,Description
1492,India,Text,Location,a place
1493,India,Text,Location,a place
1494,WesternReds,Text,Organization,organizations such as private company and goverment
1495,RUGBYUNION,Text,Organization,organizations such as private company and goverment
1496,CARLING,Text,Person,name of person
1497,ENGLAND,Text,Location,a place
1498,NathalieTauziat,Text,Person,name of person
1499,France,Text,Location,a place
1500,Shi-TingWang,Text,Person,name of person
1501,Taiwan,Text,Location,a place
1502,YugoZastava,Text,Organization,organizations such as private company and goverment
1503,RTRS,Text,Organization,organizations such as private company and goverment
1504,ToyotaAustralia,Text,Organization,organizations such as private company and goverment
1505,Wolf,Text,Person,name of person
1506,U.S.,Text,Location,a place
1507,JohnBissell,Text,Person,name of person
1508,Newark,Text,Location,a place
1509,Worcestershire,Text,Organization,organizations such as private company and goverment
1510,POPOV,Text,Person,name of person
1511,Lugano,Text,Organization,organizations such as private company and goverment
1512,Germany,Text,Location,a place
1513,Poland,Text,Location,a place
1514,PAP,Text,Organization,organizations such as private company and goverment
1515,GabrielaSabatini,Text,Person,name of person
1516,Argentina,Text,Location,a place
1517,AsaCarlsson,Text,Person,name of person
1518,Sweden,Text,Location,a place
1519,Mariners,Text,Organization,organizations such as private company and goverment
1520,Ripken,Text,Person,name of person
1521,SterlingHitchcock,Text,Person,name of person
1522,Atria,Text,Organization,organizations such as private company and goverment
1523,Nottinghamshire,Text,Organization,organizations such as private company and goverment
1524,WoodlandsNursingHome,Text,Location,a place
1525,Flamengo,Text,Organization,organizations such as private company and goverment
1526,Juventude,Text,Organization,organizations such as private company and goverment
1527,BernardHickey,Text,Person,name of person
1528,Estudiantes,Text,Organization,organizations such as private company and goverment
1529,BocaJuniors,Text,Organization,organizations such as private company and goverment
1530,GraemeObree,Text,Person,name of person
1531,Atlanta,Text,Location,a place
1532,Collinelli,Text,Person,name of person
1533,PalestinianLegislativeCouncil,Text,Organization,organizations such as private company and goverment
1534,Israel,Text,Location,a place
1535,YasserArafat,Text,Person,name of person
1536,Pecs,Text,Organization,organizations such as private company and goverment
1537,GregNorman,Text,Person,name of person
1538,India,Text,Location,a place
1539,England,Text,Location,a place
1540,Pakistan,Text,Location,a place
1541,NorthSydney,Text,Organization,organizations such as private company and goverment
1542,SouthSydney,Text,Organization,organizations such as private company and goverment
1543,Portsmouth,Text,Organization,organizations such as private company and goverment
1544,Queen'sParkRangers,Text,Organization,organizations such as private company and goverment
1545,FCBohemians,Text,Organization,organizations such as private company and goverment
1546,Owen-Jones,Text,Person,name of person
1547,Raphanel,Text,Person,name of person
1548,RepublikaSrbska,Text,Location,a place
1549,BarringtonResearchAssociatesInc,Text,Organization,organizations such as private company and goverment
1550,UnitogCo,Text,Organization,organizations such as private company and goverment
1551,Barrick,Text,Organization,organizations such as private company and goverment
1552,Pierina,Text,Location,a place
1553,SierraLeone,Text,Location,a place
1554,YORK,Text,Location,a place
1555,England,Text,Location,a place
1556,PetrKorda,Text,Person,name of person
1557,CzechRepublic,Text,Location,a place
1558,GLORIABISTRITA,Text,Organization,organizations such as private company and goverment
1559,F.C.VALLETTA,Text,Organization,organizations such as private company and goverment
1560,MONTREAL,Text,Organization,organizations such as private company and goverment
1561,SANFRANCISCO,Text,Location,a place
1562,CHICAGO,Text,Location,a place
1563,Wycombe,Text,Organization,organizations such as private company and goverment
1564,Gillingham,Text,Organization,organizations such as private company and goverment
1565,AjaxAmsterdam,Text,Organization,organizations such as private company and goverment
1566,LaurentJalabert,Text,Person,name of person
1567,France,Text,Location,a place
1568,U.S.,Text,Location,a place
1569,Iraq,Text,Location,a place
1570,WorldCom,Text,Organization,organizations such as private company and goverment
1571,MFS,Text,Organization,organizations such as private company and goverment
1572,MFS,Text,Organization,organizations such as private company and goverment
1573,AnMarchal,Text,Person,name of person
1574,EefjeLambrecks,Text,Person,name of person
1575,Pohang,Text,Organization,organizations such as private company and goverment
1576,Chonbuk,Text,Organization,organizations such as private company and goverment
1577,Hanson,Text,Person,name of person
1578,JanaNovotna,Text,Person,name of person
1579,CzechRepublic,Text,Location,a place
1580,FlorenciaLabat,Text,Person,name of person
1581,Argentina,Text,Location,a place
1582,Palkhivala,Text,Person,name of person
1583,HidemichiTanaka,Text,Person,name of person
1584,Japan,Text,Location,a place
1585,I.Salisbury,Text,Person,name of person
1586,Inzamam-ul-Haq,Text,Person,name of person
1587,WasimAkram,Text,Person,name of person
1588,Olympiakos,Text,Organization,organizations such as private company and goverment
1589,Greece,Text,Location,a place
1590,Yugoslavia,Text,Location,a place
1591,RedStar,Text,Organization,organizations such as private company and goverment
1592,MichelleFreeman,Text,Person,name of person
1593,Jamaica,Text,Location,a place
1594,Wolverhampton,Text,Organization,organizations such as private company and goverment
1595,MONROVIA,Text,Location,a place
1596,Odnosum,Text,Person,name of person
1597,EricWymeersch,Text,Person,name of person
1598,Belgium,Text,Location,a place
1599,Israel,Text,Location,a place
1600,Lebanon,Text,Location,a place
1601,ArantxaSanchezVicario,Text,Person,name of person
1602,Spain,Text,Location,a place
1603,NaokoKijimuta,Text,Person,name of person
1604,Japan,Text,Location,a place
1605,Hintsa,Text,Person,name of person
1606,NelsonMandela,Text,Person,name of person
1607,Illinois,Text,Location,a place
1608,Indiana,Text,Location,a place
1609,Ravenna,Text,Organization,organizations such as private company and goverment
1610,Inter,Text,Organization,organizations such as private company and goverment
1611,China,Text,Location,a place
1612,Taipei,Text,Location,a place
1613,Ukraine,Text,Location,a place
1614,Lien,Text,Person,name of person
1615,F.C.PetrolulPloiesti,Text,Organization,organizations such as private company and goverment
1616,PolitehnicaTimisoara,Text,Organization,organizations such as private company and goverment
1617,ManchesterUnited,Text,Organization,organizations such as private company and goverment
1618,KANSASCITY,Text,Organization,organizations such as private company and goverment
1619,U.S.,Text,Location,a place
1620,Athens,Text,Location,a place
1621,Athens,Text,Location,a place
1622,Thessaloniki,Text,Location,a place
1623,U.S.,Text,Location,a place
1624,Greece,Text,Location,a place
1625,U.S.,Text,Location,a place
1626,CHICAGO,Text,Organization,organizations such as private company and goverment
1627,ATLANTA,Text,Location,a place
1628,China,Text,Location,a place
1629,BayernMunich,Text,Organization,organizations such as private company and goverment
1630,NicoleBrownSimpson,Text,Person,name of person
1631,RonaldGoldman,Text,Person,name of person
1632,NEWYORK,Text,Location,a place
1633,IVAC,Text,Organization,organizations such as private company and goverment
1634,AdvancedMedical,Text,Organization,organizations such as private company and goverment
1635,IMEDCorp.,Text,Organization,organizations such as private company and goverment
1636,Barcelona,Text,Organization,organizations such as private company and goverment
1637,HristoStoichkov,Text,Person,name of person
1638,SergiBarjuan,Text,Person,name of person
1639,MaicelMalone,Text,Person,name of person
1640,U.S.,Text,Location,a place
1641,Unita,Text,Organization,organizations such as private company and goverment
1642,GovernmentofNationalUnityandReconciliation,Text,Organization,organizations such as private company and goverment
1643,FranciscoClavet,Text,Person,name of person
1644,Spain,Text,Location,a place
1645,CedricPioline,Text,Person,name of person
1646,France,Text,Location,a place
1647,NEWDELHI,Text,Location,a place
1648,Airdrieonians,Text,Organization,organizations such as private company and goverment
1649,EastFife,Text,Organization,organizations such as private company and goverment
1650,Petra,Text,Organization,organizations such as private company and goverment
1651,Kabariti,Text,Person,name of person
1652,Steptoe&Johnson,Text,Organization,organizations such as private company and goverment
1653,Clarksburg,Text,Location,a place
1654,AstonVilla,Text,Organization,organizations such as private company and goverment
1655,Derby,Text,Organization,organizations such as private company and goverment
1656,Hanmer,Text,Location,a place
1657,SanJose,Text,Location,a place
1658,Calif.,Text,Location,a place
1659,Aegon,Text,Organization,organizations such as private company and goverment
1660,LANDSKRONA,Text,Location,a place
1661,Sweden,Text,Location,a place
1662,Essendon,Text,Organization,organizations such as private company and goverment
1663,Yeltsin,Text,Person,name of person
1664,OGlobo,Text,Organization,organizations such as private company and goverment
1665,Bamerindus,Text,Organization,organizations such as private company and goverment
1666,Duisburg,Text,Organization,organizations such as private company and goverment
1667,CME,Text,Organization,organizations such as private company and goverment
1668,London,Text,Location,a place
1669,SMICER,Text,Person,name of person
1670,LENS,Text,Organization,organizations such as private company and goverment
1671,Ferrigato,Text,Person,name of person
1672,Museeuw,Text,Person,name of person
1673,Crvenazvezda,Text,Organization,organizations such as private company and goverment
